('XINTOPT', 3.8140035889672186e-06)
('OANCF', -3.81012601557984e-06)
('UCEQ', 3.7965041066456706e-06)
('ACQINVT', 3.721987135354089e-06)
('EXRE', -3.700771828749061e-06)
('FINCF', -3.624906073085299e-06)
('PADDML', -3.611685706547685e-06)
('TXDBCL', -3.602328963375756e-06)
('AQC', 3.5626118978226984e-06)
('RLL', -3.528279686193514e-06)
('RCP', 3.468596138742064e-06)
('IDIT', 3.4648390707294613e-06)
('IVI', -3.4583099881024815e-06)
('IVNCF', -3.4529648023085002e-06)
('XPR', 3.4397120424745076e-06)
('CHECH', 3.4076765758339622e-06)
('MRC1', -3.395950110000878e-06)
('SPSTKC', -3.3720844071659026e-06)
('DCOM', -3.361584494763689e-06)
('TXDS', -3.345633294388802e-06)
('ULCO', -3.1991764308791915e-06)
('MRC5', 3.1807189373039835e-06)
('TXC', 3.086728731553634e-06)
('ESUB', -3.0828515107383936e-06)
('NOPI', -3.0695983617157196e-06)
('PBNVV', -3.0616825323192404e-06)
('DRLT', 3.022737484981164e-06)
('NCO', 2.9467266398786746e-06)
('DRC', -2.939991663231112e-06)
('FINACO', -2.9333329409145237e-06)
('SPPIV', 2.813556059182154e-06)
('PSTKL', 2.798210475107865e-06)
('NIM', -2.7596424865711255e-06)
('UINVT', -2.746063668679355e-06)
('CAPSFT', 2.734282515612363e-06)
('DILAVX', -2.7206681438574076e-06)
('REAJO', 2.7108879698811705e-06)
('UOPI', 2.6570490549993053e-06)
('RSTCHELT', 2.6114912815358715e-06)
('XAD', 2.5647111304635817e-06)
('LIFRP', 2.5498246161298477e-06)
('TXO', 2.501844706839871e-06)
('XRDP', 2.4959649363720526e-06)
('UCAPS', -2.482404647619063e-06)
('LUL3', -2.4665508639720723e-06)
('UDCOPRES', -2.4467223433966012e-06)
('UDPCO', -2.443060568945235e-06)
('SPI', 2.4331176455283376e-06)
('DXD3', -2.361609984180557e-06)
('REUNA', 2.3282293111215324e-06)
('ACCHG', 2.2904471091726162e-06)
('FOPOX', 2.2433956256562304e-06)
('FFO', -2.2390733820376596e-06)
('DXD2', 2.205846333036554e-06)
('TSAFC', 2.1537937857131224e-06)
('LCOX', 2.0826921318661817e-06)
('AM', -2.0762075604252245e-06)
('COGS', -2.0589891851496844e-06)
('PCPPAU', 2.011773545251838e-06)
('FINDLT', 2.0050552682615574e-06)
('DV', 1.9810002446496444e-06)
('UAOX', -1.9384480863249287e-06)
('DERLLT', 1.9004060121674549e-06)
('datadate', -1.8817952258252209e-06)
('TFVCE', -1.873543770881947e-06)
('RE', -1.803869446703743e-06)
('DPACRE', 1.761672711375617e-06)
('URECTR', 1.7440987363226412e-06)
('INVWIP', -1.7224667444998287e-06)
('FATP', 1.7109810026560979e-06)
('NIPFP', -1.7055725514691922e-06)
('DERALT', -1.69215060297212e-06)
('TSTKC', -1.6757352447882568e-06)
('XSGA', -1.6630337935641393e-06)
('ACQGDWL', -1.6616681111097301e-06)
('FINCH', 1.651149376225014e-06)
('FINLTO', 1.6200562995005718e-06)
('PCUPSO', 1.6018144055607308e-06)
('PPEVO', -1.6013452845669435e-06)
('XRD', 1.567845171246418e-06)
('NPAT', -1.5660650277693478e-06)
('FINDLC', -1.5371233446082044e-06)
('LCOXDR', -1.531622393358134e-06)
('FCA', -1.53121151085997e-06)
('ACQCSHI', 1.529832399505002e-06)
('CBI', 1.4992789347800795e-06)
('BILLEXCE', 1.499131379187335e-06)
('SCSTKC', 1.467572124016353e-06)
('UNOPINC', 1.466488951894912e-06)
('PRSTKCC', 1.4395577515253014e-06)
('NIIT', 1.4354620343770552e-06)
('CSTKCV', -1.433406130313744e-06)
('CLD2', 1.4308536886234458e-06)
('PBPRU', 1.4304903813711078e-06)
('ACOX', 1.425305861448446e-06)
('ANO', 1.4119937739896076e-06)
('UPSTK', -1.4060462495580229e-06)
('DD5', -1.3964134650823468e-06)
('UDMB', -1.3395391060266881e-06)
('AUL3', 1.3385987325531534e-06)
('AQPL1', 1.3346583331852457e-06)
('DXD5', 1.3324585608209816e-06)
('TFVA', -1.3111523626818666e-06)
('AOL2', 1.29025963802043e-06)
('TSTK', 1.2862863489893073e-06)
('XOPR', 1.2818300803574267e-06)
('NOPIO', 1.2810251429629105e-06)
('DP', -1.271959071194595e-06)
('AQI', 1.253146726776233e-06)
('BASTR', 1.2498981777639764e-06)
('STKCO', 1.2469820603322468e-06)
('MII', 1.2292106447153728e-06)
('IVAEQ', -1.2194993070924198e-06)
('CAPXV', -1.2017312460699259e-06)
('DVINTF', 1.1742282366028478e-06)
('DPACME', -1.1660152550718728e-06)
('MRCT', -1.1629735680029896e-06)
('CMP', -1.156687843506532e-06)
('DXD4', -1.1385767024682525e-06)
('FINRECC', -1.1164035269572992e-06)
('FINAO', -1.1040385159422073e-06)
('SEQ', 1.0932804743735147e-06)
('CEQ', -1.0852828113971924e-06)
('PPENT', -1.0651539792405629e-06)
('ACQINTAN', -1.0606097846800709e-06)
('TXDBA', 1.0237414351244034e-06)
('DPVIEB', -1.0201057416558967e-06)
('FINRECLT', -1.0094686923867169e-06)
('SSTK', 1.0094132717464177e-06)
('SEQO', -9.768808005850005e-07)
('PRSTKC', -9.602942669939551e-07)
('LCO', -9.151711142241226e-07)
('HEDGEGL', -9.124519414205334e-07)
('APALCH', 8.975101038121922e-07)
('UDOLT', -8.959526343055302e-07)
('TXNDBL', 8.796374104669269e-07)
('INVRM', 8.532693758916965e-07)
('CAPX', 8.520603955730621e-07)
('ESOPT', 8.500561480481728e-07)
('FUSET', 8.366232121664874e-07)
('FSRCT', 8.290366764751589e-07)
('RECUB', -8.148302313298883e-07)
('SPIOP', -8.101824011605419e-07)
('ACQLNTAL', -8.099298757073768e-07)
('UAPT', -8.031558442200826e-07)
('ACDO', -7.968409147327361e-07)
('TXP', -7.839669916159808e-07)
('FINNP', 7.822242511779098e-07)
('GDWLIP', -7.582343687848048e-07)
('GP', -7.357018596554354e-07)
('MIB', -7.014387885528883e-07)
('TEQ', -6.921805904003264e-07)
('SPPE', 6.820561221643207e-07)
('FATL', 6.741998347381539e-07)
('DUDD', -6.687628656791567e-07)
('PRBA', -6.656640587632268e-07)
('DD3', 6.629659716206326e-07)
('ACO', -6.527304331816014e-07)
('ACODO', -6.502867848938181e-07)
('IRENT', 6.351123261749692e-07)
('RECD', -6.321824063959536e-07)
('DPVIO', 6.167820680753888e-07)
('ESOPCT', -6.109517837055156e-07)
('PPEGT', 6.108684798000752e-07)
('LSE', -6.033250024017889e-07)
('CSTK', 5.891469918584136e-07)
('PSTKRV', 5.864474261763064e-07)
('OPTFVGR', 5.841709484477597e-07)
('MIBT', 5.820962540870056e-07)
('PIDOM', -5.790707506281301e-07)
('OIBDP', 5.784402432040814e-07)
('PPLAU', 5.778506482756463e-07)
('DM', 5.769612343442532e-07)
('ACQSC', -5.710799278442759e-07)
('DS', 5.708312160179752e-07)
('RECCH', -5.580980833586047e-07)
('ACQAO', 5.467339361958006e-07)
('PPENME', -5.438590999773396e-07)
('CSHFD', 5.430801794936713e-07)
('DD2', -5.369824623846498e-07)
('EBITDA', 5.334202351492401e-07)
('CAPS', 5.197286387925715e-07)
('TXDFO', -5.066299456346623e-07)
('PBVNO', 5.024039453349616e-07)
('UOIS', 4.968463259008571e-07)
('DFS', -4.84640488518373e-07)
('IVACO', -4.833487063926611e-07)
('FOPO', -4.832747912963953e-07)
('DLC', -4.811466007836884e-07)
('FATC', 4.732016424258134e-07)
('PPLAO', -4.648459928091597e-07)
('INTAN', -4.584395236761907e-07)
('SALE', 4.5206001686448616e-07)
('LOL2', 4.5159491612878355e-07)
('CHE', 4.3459101028986424e-07)
('NP', 4.209482407091514e-07)
('TIE', 4.0797883771315213e-07)
('INTPN', -3.8870565122195444e-07)
('UDD', 3.873324532499556e-07)
('MIBN', 3.859155108809631e-07)
('TXNDBA', -3.842572287027224e-07)
('DVPIBB', 3.828729231436512e-07)
('AT', 3.8233512600349684e-07)
('IBESSHROUT', -3.8125167722835585e-07)
('DPACT', 3.7569065680642666e-07)
('CEIEXBILL', -3.7523727075550184e-07)
('INTC', 3.6643357826521283e-07)
('ACT', 3.625865485002385e-07)
('REVT', 3.6150180754424e-07)
('CH', -3.5707767898074394e-07)
('WCAP', -3.563820119012462e-07)
('FIAO', -3.54470248709049e-07)
('DLCCH', 3.3487566430956406e-07)
('DC', -3.283182602731305e-07)
('MRCTA', -3.258371770176183e-07)
('DD1', 3.2317158882300134e-07)
('AOLOCH', 3.2187612752920813e-07)
('DVC', 3.15458646149569e-07)
('FATB', -3.114396633918659e-07)
('AODO', 3.0448875532052e-07)
('IVST', -3.0092874858667074e-07)
('ARCE', -2.9436171225007135e-07)
('LNO', 2.9256064304483687e-07)
('TFVL', -2.904164974060208e-07)
('RSTCHE', -2.819091771133486e-07)
('TXFED', 2.6974995353049036e-07)
('DCS', 2.581076873342525e-07)
('LT', 2.5266457126527087e-07)
('DERLC', 2.474192115735352e-07)
('LOXDR', -2.445436269038481e-07)
('DVT', 2.438770105306354e-07)
('PBACO', -2.4215075089539795e-07)
('GDWL', 2.403601960798696e-07)
('ALDO', -2.3882771489371044e-07)
('PPEVEB', 2.335146080945094e-07)
('TXPD', -2.2769771079733658e-07)
('CEQL', 2.2152499878913545e-07)
('DLTT', -2.1124654603354998e-07)
('BAST', -2.105574650190789e-07)
('PCPPAO', 2.0655134891356397e-07)
('AO', -1.975759641158986e-07)
('IVCH', 1.8340712881759202e-07)
('CLG', 1.8108243793335532e-07)
('DCLO', -1.7842827479408463e-07)
('ICAPT', 1.6665506885615855e-07)
('TXW', 1.6630553412166904e-07)
('NIPFC', 1.6235371697037593e-07)
('LQPL1', 1.605422648154331e-07)
('SIV', -1.5808266318195763e-07)
('INVCH', 1.580592533523273e-07)
('TXNDB', -1.5602134162406855e-07)
('FATE', -1.5376732154237516e-07)
('ULCM', -1.501808283566053e-07)
('DLTO', -1.4744907694819176e-07)
('TII', -1.4435200984541652e-07)
('LCT', -1.4090650890530299e-07)
('IVSTCH', -1.3570133172713383e-07)
('DD', 1.3438396595510937e-07)
('DPC', 1.3416437977253892e-07)
('DN', -1.323496956473491e-07)
('FATN', 1.239869724355136e-07)
('DERAC', -1.144421454685185e-07)
('SETP', 1.0873516557638463e-07)
('PIFO', 1.0577182057991408e-07)
('ACQPPE', 9.66853099546866e-08)
('REUNR', 9.53674526016357e-08)
('XLR', 9.218221846962749e-08)
('TXDBCA', -8.387059329678648e-08)
('AP', -7.931178380715664e-08)
('DT', -7.821641867522544e-08)
('DLTP', -7.37980592191434e-08)
('ITCI', 7.158419298297636e-08)
('PRSHO', -7.009205524322049e-08)
('LTMIB', 6.345458369860779e-08)
('RECCO', -5.9289744225310415e-08)
('OB', 5.546103221121257e-08)
('INTANO', -5.2886260260009976e-08)
('SALEPFC', -5.2722358923062984e-08)
('DLTR', -5.233516553460049e-08)
('PBNAA', -4.9657084149473674e-08)
('permno', -4.938090658601624e-08)
('INVT', -4.430463773630322e-08)
('DLTIS', 4.391794294900109e-08)
('IVAO', -3.904485468275709e-08)
('XIDOC', 3.7873694541668e-08)
('XACC', -3.6288477001100716e-08)
('PPEVBB', -3.43315882389561e-08)
('RECTR', -2.838686019579484e-08)
('LO', 2.330054416077587e-08)
('AOX', -2.270699894779682e-08)
('REA', 2.2299182389495797e-08)
('DD4', -1.8513136260112084e-08)
('XRENT', 1.8060612116954644e-08)
('AQS', 1.656042547537595e-08)
('CEQT', 1.644370062336975e-08)
('CSHR', 1.5163271638307663e-08)
('INVFG', -1.4055304448090666e-08)
('PBPRO', 1.1207968775295285e-08)
('NRTXT', -8.378118587781813e-09)
('POAJO', 8.048080868405805e-09)
('SALEPFP', 7.494258991158631e-09)
('RET', 6.3184342202760035e-09)
('RECT', -2.1916743975225472e-09)
('TLCF', -1.3100756035555605e-09)
('FATO', 1.1560779000774346e-09)
('PBID', 6.86617429579428e-11)
('USTDNC', -5.514381312687888e-11)
